Job Role,Job Title,Student Qualification,Student Skills,Job Description
Network Administrator,Infrastructure Support,BSc in Computer Science,"CSS, Excel, Node.js, JavaScript, Angular, Kubernetes","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Information Systems,"Java, Angular, SQL","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,Diploma in Software Engineering,"React, CSS, JavaScript, Node.js, Kubernetes","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BEng in Computer Engineering,"JavaScript, AWS, Linux, Docker, Python","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,HND in IT,"Linux, Angular, Power BI, React","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Information Systems,"React, Power BI, Kubernetes, Excel, C#","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,Diploma in Software Engineering,"AWS, HTML, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Computer Science,"SQL, Docker, C#, CSS, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Computer Science,"JavaScript, Node.js, Python, Kubernetes, Java, Excel","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,Diploma in Software Engineering,"HTML, Node.js, AWS, Power BI, Docker","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Computer Science,"Excel, JavaScript, Java, React","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Information Systems,"React, SQL, Node.js","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BEng in Computer Engineering,"Java, AWS, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,Diploma in Software Engineering,"Python, Angular, Linux, Java","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"Java, Python, HTML, Linux, Node.js, Angular","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Computer Science,"SQL, C#, Node.js, Python, CSS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,Diploma in Software Engineering,"Python, HTML, Docker, AWS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"AWS, Excel, Python","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"Docker, CSS, Java","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BEng in Computer Engineering,"SQL, HTML, React, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Computer Science,"HTML, Java, AWS, Python, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"AWS, Power BI, C#, Python, Angular, Linux","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,Diploma in Software Engineering,"Linux, Python, HTML, SQL, Java, AWS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Information Systems,"JavaScript, CSS, AWS, Excel","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Computer Science,"React, Node.js, Power BI, Linux, JavaScript","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BEng in Computer Engineering,"JavaScript, HTML, React, Kubernetes, CSS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BEng in Computer Engineering,"Power BI, Node.js, JavaScript, AWS, React, SQL","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,HND in IT,"Angular, JavaScript, Docker, React","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Information Systems,"Angular, Kubernetes, Excel, AWS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Computer Science,"Docker, Angular, Power BI, Python, SQL, CSS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"C#, HTML, JavaScript, Kubernetes, Power BI, SQL","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BEng in Computer Engineering,"HTML, React, Node.js, SQL, Power BI, Java","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Computer Science,"Docker, Kubernetes, Power BI, C#","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,Diploma in Software Engineering,"Python, Power BI, Angular, AWS, C#, React","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,HND in IT,"Excel, C#, React","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Computer Science,"Java, Python, JavaScript, AWS, HTML","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BEng in Computer Engineering,"Angular, Kubernetes, C#, CSS, HTML","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Computer Science,"Docker, CSS, HTML","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BEng in Computer Engineering,"C#, Docker, Kubernetes, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Information Systems,"CSS, Excel, Angular, AWS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BEng in Computer Engineering,"CSS, Linux, Kubernetes","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,Diploma in Software Engineering,"Angular, Kubernetes, Linux, CSS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,HND in IT,"Linux, AWS, CSS, Node.js","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Computer Science,"AWS, JavaScript, Excel, Linux, HTML, C#","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,Diploma in Software Engineering,"CSS, Linux, Angular, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Computer Science,"C#, CSS, React, AWS, Docker, JavaScript","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Information Systems,"Docker, Python, AWS, JavaScript","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Information Systems,"C#, Power BI, Excel","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BEng in Computer Engineering,"Python, C#, CSS, Java, Power BI, Linux","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Information Systems,"Linux, Docker, React, Power BI, Java","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Information Systems,"Java, HTML, AWS, Node.js","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Information Systems,"Kubernetes, HTML, Docker, Excel","Manages internal networks, ensuring uptime and security of systems."
